,prov,soum,year,var,sd,mean,m
374,Töv,Lun,2021,ht,1.423418195,9.633671569,0.799614843
375,Töv,Lun,2021,vol,5.673803122,27.87479469,0.788440264
376,Töv,Mungunmor,2021,cover,5.124670308,76.43171106,0.78109934
377,Töv,Mungunmor,2021,ht,1.454372896,10.63276019,0.701941158
378,Töv,Mungunmor,2021,vol,6.429235784,32.57958965,0.709659566
379,Töv,Undursh,2021,cover,5.310342706,68.90234732,0.862511329
380,Töv,Undursh,2021,ht,1.58666076,8.77265764,0.827413516
381,Töv,Undursh,2021,vol,6.133918457,24.42189744,0.82542451
382,Töv,Sergelen,2021,cover,4.305844116,68.49001942,0.884000846
383,Töv,Sergelen,2021,ht,1.326960789,8.402016286,0.857680257
384,Töv,Sergelen,2021,vol,4.993287754,23.16679942,0.866627037
385,Töv,Sumber,2021,cover,4.192052744,78.36559792,0.837269832
386,Töv,Sumber,2021,ht,1.399536494,11.18073656,0.789790582
387,Töv,Sumber,2021,vol,6.127477155,35.1389889,0.790608895
388,Töv,Tseel,2021,cover,4.110394665,78.07032958,0.885644457
389,Töv,Tseel,2021,ht,1.276567658,11.074362,0.819033968
390,Töv,Tseel,2021,vol,5.628665001,34.64592729,0.827025026
391,Töv,Ugtaalts,2021,cover,4.402545432,73.98641772,0.825630946
392,Töv,Ugtaalts,2021,ht,1.299531581,10.19342777,0.784815605
393,Töv,Ugtaalts,2021,vol,5.560962046,30.32928206,0.790107609
394,Töv,Zaamar,2021,cover,5.028198751,74.72191306,0.809003503
395,Töv,Zaamar,2021,ht,1.43139543,10.27920856,0.750400973
396,Töv,Zaamar,2021,vol,6.132265459,30.85550911,0.756274212
397,Dundgovi,Adaatsag,2022,cover,5.961692304,63.67163256,0.859258993
398,Dundgovi,Adaatsag,2022,ht,1.127391959,7.521345056,0.82394471
399,Dundgovi,Adaatsag,2022,vol,4.75303366,19.36836936,0.831362482
400,Dundgovi,Bayanjar,2022,cover,4.432640109,56.86781306,0.874554621
401,Dundgovi,Bayanjar,2022,ht,0.563944593,7.072922755,0.713863055
402,Dundgovi,Bayanjar,2022,vol,2.530825819,16.1575124,0.802587258
403,Dundgovi,Delgerkh,2022,cover,0.79236178,53.05664007,0.815575209
404,Dundgovi,Delgerkh,2022,ht,0.191205888,6.921865056,0.670340133
405,Dundgovi,Delgerkh,2022,vol,0.559041204,14.7090678,0.74721466
406,Dundgovi,Delgert,2022,cover,4.723119503,65.6571224,0.807747569
407,Dundgovi,Delgert,2022,ht,1.051329516,7.754074777,0.772293745
408,Dundgovi,Delgert,2022,vol,4.283176865,20.52069026,0.780418825
409,Dundgovi,Deren,2022,cover,4.668717034,66.82430715,0.840224811
410,Dundgovi,Deren,2022,ht,1.152387034,8.034785406,0.813461435
411,Dundgovi,Deren,2022,vol,4.486192539,21.63759149,0.827475762
412,Dundgovi,Erdened,2022,cover,4.956422557,56.95498094,0.891733917
413,Dundgovi,Erdened,2022,ht,0.636341529,7.036394107,0.785235931
414,Dundgovi,Erdened,2022,vol,2.841829858,16.10913485,0.837244383
415,Dundgovi,Govi_Ugt,2022,cover,5.481137934,64.69292082,0.901885035
416,Dundgovi,Govi_Ugt,2022,ht,1.199249252,7.897740264,0.846063624
417,Dundgovi,Govi_Ugt,2022,vol,4.784074315,20.65306082,0.868627173
418,Dundgovi,Gurvansai,2022,cover,4.261481944,56.03904646,0.893324661
419,Dundgovi,Gurvansai,2022,ht,0.539978945,7.096039111,0.739833639
420,Dundgovi,Gurvansai,2022,vol,2.365418107,15.97097437,0.834745749
421,Dundgovi,Khuld,2022,cover,1.178248677,53.25090817,0.761732426
422,Dundgovi,Khuld,2022,ht,0.213256699,6.91265554,0.661681841
423,Dundgovi,Khuld,2022,vol,0.716399119,14.73677083,0.728444728
424,Dundgovi,Luus,2022,cover,3.586839043,55.0637927,0.815164404
425,Dundgovi,Luus,2022,ht,0.509320011,7.044078807,0.679049368
426,Dundgovi,Luus,2022,vol,2.11702107,15.56554711,0.766125151
427,Dundgovi,Ulziit,2022,cover,1.088495377,53.2240439,0.835413015
428,Dundgovi,Ulziit,2022,ht,0.194047929,6.940697899,0.649783643
429,Dundgovi,Ulziit,2022,vol,0.652854515,14.78804687,0.765058376
430,Dundgovi,Undurshil,2022,cover,1.893997215,54.34006175,0.863887097
431,Dundgovi,Undurshil,2022,ht,0.266637616,6.861992612,0.67533838
432,Dundgovi,Undurshil,2022,vol,0.933536584,14.9228164,0.759404548
433,Dundgovi,Saikhan_O,2022,cover,1.509466289,53.70810138,0.802299959
434,Dundgovi,Saikhan_O,2022,ht,0.208074286,7.015124606,0.655543782
435,Dundgovi,Saikhan_O,2022,vol,0.807716294,15.08717994,0.719370843
436,Dundgovi,Saintsag,2022,cover,4.606279241,57.83185734,0.847572035
437,Dundgovi,Saintsag,2022,ht,0.668853723,7.107492885,0.719112959
438,Dundgovi,Saintsag,2022,vol,2.784456379,16.51406064,0.777730284
439,Dundgovi,Tsagaan,2022,cover,4.387023082,65.68583342,0.833216167
440,Dundgovi,Tsagaan,2022,ht,1.06583585,7.757381903,0.804282131
441,Dundgovi,Tsagaan,2022,vol,4.152267074,20.52861704,0.814908625
442,Govisümber,Bayantal,2022,cover,3.424165499,69.42307525,0.893731604
443,Govisümber,Bayantal,2022,ht,0.931367328,8.571089944,0.904485791
444,Govisümber,Bayantal,2022,vol,3.72552403,23.89364551,0.906529025
445,Govisümber,Shiveegovi,2022,cover,3.625322604,58.76156692,0.785387821
446,Govisümber,Shiveegovi,2022,ht,0.580969546,7.293074718,0.65563921
447,Govisümber,Shiveegovi,2022,vol,2.1997405,17.17420669,0.708822352
448,Govisümber,SumberG,2022,cover,5.702008214,66.16756265,0.923116325
449,Govisümber,SumberG,2022,ht,1.058496235,8.000459562,0.899972667
450,Govisümber,SumberG,2022,vol,4.594065087,21.40496791,0.917260581
451,Töv,Altanbulag,2022,cover,4.000458491,71.64029859,0.797138988
452,Töv,Altanbulag,2022,ht,1.096251104,8.983531345,0.761216547
453,Töv,Altanbulag,2022,vol,4.544243805,25.87489779,0.76523378
454,Töv,Argalant,2022,cover,4.14283789,71.76972304,0.846121422
455,Töv,Argalant,2022,ht,1.147157033,9.171412492,0.810683303
456,Töv,Argalant,2022,vol,4.738674892,26.50598656,0.821377968
457,Töv,Arkhust,2022,cover,4.158471261,75.34296792,0.875618552
458,Töv,Arkhust,2022,ht,1.262204835,9.835981068,0.89105418
459,Töv,Arkhust,2022,vol,5.570922492,29.81465653,0.891663364
460,Töv,Batsumber,2022,cover,4.395385579,77.18259859,0.812520384
461,Töv,Batsumber,2022,ht,1.352346824,10.83763963,0.731774811
462,Töv,Batsumber,2022,vol,6.00405392,33.56274389,0.747171804
463,Töv,Bayan,2022,cover,3.655894123,71.24622337,0.815278873
464,Töv,Bayan,2022,ht,0.853611684,8.980086847,0.776630868
465,Töv,Bayan,2022,vol,3.645597559,25.69552785,0.794975705
466,Töv,Bay_Unj,2022,cover,4.613824961,71.10537512,0.849493521
467,Töv,Bay_Unj,2022,ht,1.144756707,8.967512674,0.80334459
468,Töv,Bay_Unj,2022,vol,4.854211413,25.66200925,0.813097932
469,Töv,Bayanch,2022,cover,3.595437515,72.60511529,0.784504732
470,Töv,Bayanch,2022,ht,0.887245287,9.480284108,0.706534645
471,Töv,Bayanch,2022,vol,3.845228002,27.56614098,0.730514799
472,Töv,Bayand,2022,cover,4.067674462,75.76074914,0.843154615
473,Töv,Bayand,2022,ht,1.11510139,9.841457061,0.770243456
474,Töv,Bayand,2022,vol,4.956188626,29.9340199,0.787412994
475,Töv,Bayanj,2022,cover,3.576403295,72.67686052,0.87720813
476,Töv,Bayanj,2022,ht,0.764268527,9.209354263,0.850323139
477,Töv,Bayanj,2022,vol,3.44482632,26.87855391,0.861956619
478,Töv,Bayankh,2022,cover,6.682945459,68.19854785,0.930928763
479,Töv,Bayankh,2022,ht,1.407126705,8.496568228,0.871462956
480,Töv,Bayankh,2022,vol,6.040678183,23.50065533,0.887922463
481,Töv,Bayant,2022,cover,4.28368473,68.42598585,0.863734722
482,Töv,Bayant,2022,ht,1.097423066,8.406313461,0.841530707
483,Töv,Bayant,2022,vol,4.338180933,23.14781024,0.851447569
484,Töv,Bayantsogt,2022,cover,4.24953199,69.81564381,0.864153364
485,Töv,Bayantsogt,2022,ht,1.197105596,8.805099204,0.839426656
486,Töv,Bayantsogt,2022,vol,4.758608115,24.78596982,0.851180773
487,Töv,Bornuur,2022,cover,3.982013151,74.13528988,0.812562083
488,Töv,Bornuur,2022,ht,1.014269491,10.01653322,0.738869765
489,Töv,Bornuur,2022,vol,4.500733789,29.71064873,0.76786651
490,Töv,Buren,2022,cover,4.79064579,69.30823229,0.839684154
491,Töv,Buren,2022,ht,1.22245018,8.559991362,0.806289953
492,Töv,Buren,2022,vol,4.99545843,23.90559276,0.809396413
493,Töv,Delger,2022,cover,4.874540422,67.67420177,0.850032743
494,Töv,Delger,2022,ht,1.16829462,8.095317813,0.804562303
495,Töv,Delger,2022,vol,4.734986913,22.09051726,0.812193741
496,Töv,Erdene,2022,cover,5.023357226,75.82972932,0.739783096
497,Töv,Erdene,2022,ht,1.561664768,10.11839328,0.685445119
498,Töv,Erdene,2022,vol,6.678987853,30.83223243,0.689242327
499,Töv,Erdenesant,2022,cover,4.19783997,71.99689962,0.825566175
500,Töv,Erdenesant,2022,ht,1.160364603,9.207143403,0.783592921
501,Töv,Erdenesant,2022,vol,4.851420571,26.66407725,0.792864619
502,Töv,Jargalant,2022,cover,3.959494772,74.69995514,0.84298443
503,Töv,Jargalant,2022,ht,1.079278365,10.20184269,0.76432973
504,Töv,Jargalant,2022,vol,4.75469639,30.5516419,0.780926836
505,Töv,Lun,2022,cover,4.926041568,68.67164828,0.860873738
506,Töv,Lun,2022,ht,1.308179533,8.47013811,0.817264303
507,Töv,Lun,2022,vol,5.181914248,23.46862206,0.821645772
508,Töv,Mungunmor,2022,cover,4.510654959,78.48713573,0.757429673
509,Töv,Mungunmor,2022,ht,1.534998232,10.74600893,0.729668409
510,Töv,Mungunmor,2022,vol,6.474130583,33.737967,0.722416487
511,Töv,Undursh,2022,cover,4.745281033,70.41371464,0.818129084
512,Töv,Undursh,2022,ht,1.349592271,8.780286056,0.793936626
513,Töv,Undursh,2022,vol,5.417137652,24.92735932,0.791313042
514,Töv,Sergelen,2022,cover,3.983291145,72.19255506,0.810038133
515,Töv,Sergelen,2022,ht,0.954267873,9.094077468,0.76934699
516,Töv,Sergelen,2022,vol,4.150437526,26.37315211,0.781147765
517,Töv,Sumber,2022,cover,3.988056521,73.84920992,0.804158465
518,Töv,Sumber,2022,ht,1.103525042,9.93293064,0.735074025
519,Töv,Sumber,2022,vol,4.723438882,29.40394177,0.747110088
520,Töv,Tseel,2022,cover,4.013570518,74.94178948,0.868406433
521,Töv,Tseel,2022,ht,1.109373021,10.18291419,0.819493563
522,Töv,Tseel,2022,vol,4.833044943,30.63026274,0.826441018
523,Töv,Ugtaalts,2022,cover,4.363035947,69.53663027,0.879859986
524,Töv,Ugtaalts,2022,ht,1.283676474,8.703132423,0.849466226
525,Töv,Ugtaalts,2022,vol,5.030603136,24.35229929,0.858556752
526,Töv,Zaamar,2022,cover,5.732222578,70.44883292,0.897677443
527,Töv,Zaamar,2022,ht,1.529949749,9.004401061,0.869846147
528,Töv,Zaamar,2022,vol,6.311364877,25.61717396,0.878175954
529,Dundgovi,Adaatsag,2023,cover,5.544902989,63.56207907,0.856151619
530,Dundgovi,Adaatsag,2023,ht,1.069031083,7.331783777,0.815093153
531,Dundgovi,Adaatsag,2023,vol,4.425138633,18.84004748,0.829378518
532,Dundgovi,Bayanjar,2023,cover,4.801038741,58.88970874,0.827769685
533,Dundgovi,Bayanjar,2023,ht,0.688381605,7.230467366,0.726342758
534,Dundgovi,Bayanjar,2023,vol,2.746101803,17.09972315,0.770160369
535,Dundgovi,Delgerkh,2023,cover,4.197720274,55.70175298,0.895967207
536,Dundgovi,Delgerkh,2023,ht,0.335120185,6.801796228,0.745011416
537,Dundgovi,Delgerkh,2023,vol,1.505208998,15.16175674,0.802132177
538,Dundgovi,Delgert,2023,cover,5.569190057,63.56876959,0.843221384
539,Dundgovi,Delgert,2023,ht,1.047955478,7.280621474,0.784588311
540,Dundgovi,Delgert,2023,vol,4.362385407,18.69261393,0.80693907
541,Dundgovi,Deren,2023,cover,4.68474355,65.9421696,0.827671541
542,Dundgovi,Deren,2023,ht,1.041007164,7.619672213,0.795573457
543,Dundgovi,Deren,2023,vol,4.117624502,20.2432529,0.810894189
544,Dundgovi,Erdened,2023,cover,5.511220902,62.32891821,0.82191994
545,Dundgovi,Erdened,2023,ht,0.910796116,7.102663186,0.750032478
546,Dundgovi,Erdened,2023,vol,3.883874287,17.84829288,0.772596811
547,Dundgovi,Govi_Ugt,2023,cover,6.077161109,64.1995723,0.908027902
548,Dundgovi,Govi_Ugt,2023,ht,1.057522181,7.868613316,0.815305379
549,Dundgovi,Govi_Ugt,2023,vol,4.478125933,20.38435841,0.861575579
550,Dundgovi,Gurvansai,2023,cover,5.193549626,58.5452775,0.867109432
551,Dundgovi,Gurvansai,2023,ht,0.625645971,7.000964443,0.777220564
552,Dundgovi,Gurvansai,2023,vol,2.753450182,16.46750907,0.822852652
553,Dundgovi,Khuld,2023,cover,4.39955804,55.37273116,0.934838645
554,Dundgovi,Khuld,2023,ht,0.356478761,6.902670357,0.721107619
555,Dundgovi,Khuld,2023,vol,1.803596527,15.32456539,0.859521501
556,Dundgovi,Luus,2023,cover,5.149378286,58.37881068,0.818711641
557,Dundgovi,Luus,2023,ht,0.650754634,7.083349976,0.738614399
558,Dundgovi,Luus,2023,vol,2.915677789,16.62817846,0.779833538
559,Dundgovi,Ulziit,2023,cover,2.661157307,54.06166126,0.881833319
560,Dundgovi,Ulziit,2023,ht,0.348190157,6.772611399,0.852317261
561,Dundgovi,Ulziit,2023,vol,1.296266844,14.65558694,0.880751386
562,Dundgovi,Undurshil,2023,cover,3.341257345,55.0806679,0.876872561
563,Dundgovi,Undurshil,2023,ht,0.348247384,6.812999865,0.793637802
564,Dundgovi,Undurshil,2023,vol,1.356490507,15.02821821,0.837011293
565,Dundgovi,Saikhan_O,2023,cover,5.622409883,60.19967687,0.869100741
566,Dundgovi,Saikhan_O,2023,ht,0.645363765,6.814810689,0.74880981
567,Dundgovi,Saikhan_O,2023,vol,3.00734605,16.49945017,0.807269069
568,Dundgovi,Saintsag,2023,cover,5.316489021,59.62138839,0.833748433
569,Dundgovi,Saintsag,2023,ht,0.778958577,7.225793155,0.753473014
570,Dundgovi,Saintsag,2023,vol,3.399759812,17.345056,0.787161177
571,Dundgovi,Tsagaan,2023,cover,5.253466684,67.78861829,0.862892906
572,Dundgovi,Tsagaan,2023,ht,1.159760356,8.289152877,0.784793747
573,Dundgovi,Tsagaan,2023,vol,4.75114672,22.64549929,0.808192166
574,Govisümber,Bayantal,2023,cover,2.885792998,73.19620924,0.787682927
575,Govisümber,Bayantal,2023,ht,0.87509282,9.385690949,0.734889343
576,Govisümber,Bayantal,2023,vol,3.49965941,27.52106755,0.752028877
577,Govisümber,Shiveegovi,2023,cover,4.010479809,58.90174042,0.804010274
578,Govisümber,Shiveegovi,2023,ht,0.632183967,7.514241873,0.654358252
579,Govisümber,Shiveegovi,2023,vol,2.355948494,17.74818157,0.735759374
580,Govisümber,SumberG,2023,cover,7.271169685,69.00655379,0.933521435
581,Govisümber,SumberG,2023,ht,1.424471432,8.699834511,0.883452198
582,Govisümber,SumberG,2023,vol,6.381148209,24.36000572,0.907245965
583,Töv,Altanbulag,2023,cover,4.443467847,73.31850312,0.81716123
584,Töv,Altanbulag,2023,ht,1.276453466,9.510688229,0.770736942
585,Töv,Altanbulag,2023,vol,5.363717252,28.05914741,0.776915071
586,Töv,Argalant,2023,cover,4.80024811,75.10991473,0.841986647
587,Töv,Argalant,2023,ht,1.457835431,9.975277145,0.811294015
588,Töv,Argalant,2023,vol,6.272151121,30.16227221,0.814694131
589,Töv,Arkhust,2023,cover,3.509721123,77.2620649,0.821465916
590,Töv,Arkhust,2023,ht,1.079345198,10.30583217,0.791680127
591,Töv,Arkhust,2023,vol,4.7160039,31.91501681,0.793896824
592,Töv,Batsumber,2023,cover,4.308689869,79.41793765,0.825822524
593,Töv,Batsumber,2023,ht,1.574006948,11.5065335,0.777080918
594,Töv,Batsumber,2023,vol,6.837557371,36.62629162,0.784500367
595,Töv,Bayan,2023,cover,3.494087179,73.14213058,0.782942874
596,Töv,Bayan,2023,ht,0.84549693,9.431196381,0.721215298
597,Töv,Bayan,2023,vol,3.648347364,27.67612955,0.748594273
598,Töv,Bay_Unj,2023,cover,4.266848067,71.61630735,0.832994899
599,Töv,Bay_Unj,2023,ht,1.157509195,9.114346486,0.789648107
600,Töv,Bay_Unj,2023,vol,4.757606977,26.2601635,0.800633835
601,Töv,Bayanch,2023,cover,4.786898569,76.46591337,0.872535803
602,Töv,Bayanch,2023,ht,1.375089803,10.48691564,0.809330453
603,Töv,Bayanch,2023,vol,6.006762866,32.20894838,0.81454475
604,Töv,Bayand,2023,cover,3.382918185,76.63252144,0.800548374
605,Töv,Bayand,2023,ht,0.947389702,10.18460597,0.719633882
606,Töv,Bayand,2023,vol,4.177394591,31.26330264,0.73937312
607,Töv,Bayanj,2023,cover,3.743035203,74.76826429,0.862746916
608,Töv,Bayanj,2023,ht,1.009892558,9.697773011,0.82020692
609,Töv,Bayanj,2023,vol,4.388267233,29.12550285,0.835209738
610,Töv,Bayankh,2023,cover,5.516567752,72.47291646,0.876176485
611,Töv,Bayankh,2023,ht,1.514327061,9.304692184,0.83660956
612,Töv,Bayankh,2023,vol,6.408093312,27.24942988,0.841181593
613,Töv,Bayant,2023,cover,4.452493172,71.64521771,0.838531416
614,Töv,Bayant,2023,ht,1.131857015,9.011565802,0.805625807
615,Töv,Bayant,2023,vol,4.771524741,25.99150096,0.811428822
616,Töv,Bayantsogt,2023,cover,4.843594511,73.50690813,0.854623691
617,Töv,Bayantsogt,2023,ht,1.319440342,9.618157973,0.811841359
618,Töv,Bayantsogt,2023,vol,5.693231201,28.44314886,0.817843919
619,Töv,Bornuur,2023,cover,4.611767083,78.12916371,0.802463296
620,Töv,Bornuur,2023,ht,1.36739998,11.03141327,0.736252555
621,Töv,Bornuur,2023,vol,6.086987613,34.55103216,0.749463347
622,Töv,Buren,2023,cover,5.00905474,71.03335429,0.851664179
623,Töv,Buren,2023,ht,1.401642028,8.975190904,0.827890102
624,Töv,Buren,2023,vol,5.794437583,25.73231483,0.830784859
625,Töv,Delger,2023,cover,5.074225501,69.78361106,0.815645212
626,Töv,Delger,2023,ht,1.253722847,8.658101155,0.785835288
627,Töv,Delger,2023,vol,5.296128173,24.38219408,0.785791688
628,Töv,Erdene,2023,cover,5.0784685,76.42046777,0.719606336
629,Töv,Erdene,2023,ht,1.502482722,10.37221925,0.691786792
630,Töv,Erdene,2023,vol,6.515792163,31.89523924,0.70012499
631,Töv,Erdenesant,2023,cover,4.414929549,74.19535075,0.81907177
632,Töv,Erdenesant,2023,ht,1.226043115,9.874345914,0.764530364
633,Töv,Erdenesant,2023,vol,5.30636373,29.45347162,0.772308515
634,Töv,Jargalant,2023,cover,4.226938497,77.46872876,0.801779451
635,Töv,Jargalant,2023,ht,1.445952387,10.74159694,0.747326098
636,Töv,Jargalant,2023,vol,6.222170588,33.32475564,0.747380574
637,Töv,Lun,2023,cover,5.085516963,72.30787084,0.832725346
638,Töv,Lun,2023,ht,1.48390846,9.302014312,0.788546969
639,Töv,Lun,2023,vol,6.14301403,27.12688246,0.786594696
640,Töv,Mungunmor,2023,cover,5.76239197,78.08627965,0.823915618
641,Töv,Mungunmor,2023,ht,1.679496701,10.75089455,0.779169729
642,Töv,Mungunmor,2023,vol,7.410281098,33.74611199,0.787089691
643,Töv,Undursh,2023,cover,4.683287307,72.21443026,0.81054692
644,Töv,Undursh,2023,ht,1.406929221,9.260428773,0.782269444
645,Töv,Undursh,2023,vol,5.796775862,26.94862999,0.780813487
646,Töv,Sergelen,2023,cover,4.133739385,73.88182703,0.806366004
647,Töv,Sergelen,2023,ht,1.07477013,9.680347749,0.764869932
648,Töv,Sergelen,2023,vol,4.7007672,28.73628055,0.780941619
649,Töv,Sumber,2023,cover,4.371057341,77.39671529,0.823378812
650,Töv,Sumber,2023,ht,1.333869383,10.70974641,0.740260565
651,Töv,Sumber,2023,vol,5.876126444,33.18912982,0.753433186
652,Töv,Tseel,2023,cover,4.313512224,76.94357905,0.833715471
653,Töv,Tseel,2023,ht,1.369313777,10.64708988,0.766710223
654,Töv,Tseel,2023,vol,5.965726884,32.87262151,0.774200181
655,Töv,Ugtaalts,2023,cover,4.433792512,73.1593038,0.822517904
656,Töv,Ugtaalts,2023,ht,1.331798708,9.666930937,0.794639276
657,Töv,Ugtaalts,2023,vol,5.548694181,28.43396871,0.797836826
658,Töv,Zaamar,2023,cover,5.264817222,73.56072727,0.795534118
659,Töv,Zaamar,2023,ht,1.5253873,9.679830189,0.749126228
660,Töv,Zaamar,2023,vol,6.437770242,28.69732659,0.749606816
661,Dundgovi,Adaatsag,2024,cover,5.403555795,66.6859319,0.841344361
662,Dundgovi,Adaatsag,2024,ht,1.241566494,7.865561654,0.814141802
663,Dundgovi,Adaatsag,2024,vol,5.160320836,21.21221123,0.820411057
664,Dundgovi,Bayanjar,2024,cover,4.888261738,64.13566486,0.795953737
665,Dundgovi,Bayanjar,2024,ht,0.967990689,7.270944215,0.763873242
666,Dundgovi,Bayanjar,2024,vol,4.000869708,18.74901173,0.762985432
667,Dundgovi,Delgerkh,2024,cover,4.896145842,59.97103669,0.844535377
668,Dundgovi,Delgerkh,2024,ht,0.423323282,6.589185784,0.682217633
669,Dundgovi,Delgerkh,2024,vol,2.202823677,15.85672913,0.774874238
670,Dundgovi,Delgert,2024,cover,4.75153788,66.03649372,0.829357072
671,Dundgovi,Delgert,2024,ht,1.082415735,7.664664037,0.784182881
672,Dundgovi,Delgert,2024,vol,4.421662051,20.41214587,0.798938688
673,Dundgovi,Deren,2024,cover,4.570067712,65.67477208,0.857693233
674,Dundgovi,Deren,2024,ht,0.877079955,7.784670719,0.823186803
675,Dundgovi,Deren,2024,vol,3.741375754,20.59381577,0.841621398
676,Dundgovi,Erdened,2024,cover,5.315537871,62.89847614,0.82942616
677,Dundgovi,Erdened,2024,ht,0.916611907,7.211851332,0.756879247
678,Dundgovi,Erdened,2024,vol,3.917953404,18.29461525,0.785120835
679,Dundgovi,Govi_Ugt,2024,cover,5.036584176,66.25423541,0.847783059
680,Dundgovi,Govi_Ugt,2024,ht,1.062064458,7.887542471,0.807389776
681,Dundgovi,Govi_Ugt,2024,vol,4.462105836,21.07768109,0.820228044
682,Dundgovi,Gurvansai,2024,cover,4.832859451,60.30260401,0.82855146
683,Dundgovi,Gurvansai,2024,ht,0.657983352,6.896550315,0.799045606
684,Dundgovi,Gurvansai,2024,vol,2.840155663,16.71911039,0.811860195
685,Dundgovi,Khuld,2024,cover,4.535057398,59.4472371,0.875672328
686,Dundgovi,Khuld,2024,ht,0.395648483,6.621633102,0.715400926
687,Dundgovi,Khuld,2024,vol,2.00675854,15.78356838,0.798820455
688,Dundgovi,Luus,2024,cover,4.870318745,61.61046225,0.805167762
689,Dundgovi,Luus,2024,ht,0.691710596,7.021843726,0.731267844
690,Dundgovi,Luus,2024,vol,3.019163877,17.3841682,0.752464893
691,Dundgovi,Ulziit,2024,cover,4.031173569,56.8563443,0.850389312
692,Dundgovi,Ulziit,2024,ht,0.354563454,6.560940432,0.761144493
693,Dundgovi,Ulziit,2024,vol,1.678646158,14.94237364,0.8008773
694,Dundgovi,Undurshil,2024,cover,4.812142809,59.15407451,0.879592111
695,Dundgovi,Undurshil,2024,ht,0.457219742,6.794701727,0.802429696
696,Dundgovi,Undurshil,2024,vol,2.315840535,16.13185687,0.848069454
697,Dundgovi,Saikhan_O,2024,cover,4.67576287,59.36130003,0.834769218
698,Dundgovi,Saikhan_O,2024,ht,0.593641126,6.80300349,0.733989353
699,Dundgovi,Saikhan_O,2024,vol,2.656314625,16.22911286,0.778941549
700,Dundgovi,Saintsag,2024,cover,4.830315946,61.45776007,0.809509515
701,Dundgovi,Saintsag,2024,ht,0.764382655,7.168799856,0.745465661
702,Dundgovi,Saintsag,2024,vol,3.25680332,17.72325378,0.774927481
703,Dundgovi,Tsagaan,2024,cover,4.136301884,67.9332394,0.794651836
704,Dundgovi,Tsagaan,2024,ht,0.936957874,8.24922347,0.772401508
705,Dundgovi,Tsagaan,2024,vol,4.027372859,22.56879444,0.780124262
706,Govisümber,Bayantal,2024,cover,3.751254225,72.10324724,0.839217647
707,Govisümber,Bayantal,2024,ht,0.878972077,9.01233794,0.826037616
708,Govisümber,Bayantal,2024,vol,3.859276639,26.11737131,0.831121714
709,Govisümber,Shiveegovi,2024,cover,4.318647415,65.36485078,0.769832615
710,Govisümber,Shiveegovi,2024,ht,0.851641051,7.650963702,0.734770096
711,Govisümber,Shiveegovi,2024,vol,3.591150734,20.09510933,0.739014043
712,Govisümber,SumberG,2024,cover,5.757473166,70.49824121,0.910522576
713,Govisümber,SumberG,2024,ht,1.274269595,8.835798874,0.889374478
714,Govisümber,SumberG,2024,vol,5.606652605,25.15758786,0.897149175
715,Töv,Altanbulag,2024,cover,4.39742596,73.97190536,0.834344035
716,Töv,Altanbulag,2024,ht,1.064735048,9.561640503,0.808669383
717,Töv,Altanbulag,2024,vol,4.724491666,28.48466843,0.817811695
718,Töv,Argalant,2024,cover,4.55859631,75.42246151,0.881288538
719,Töv,Argalant,2024,ht,1.236766276,9.983429484,0.879354529
720,Töv,Argalant,2024,vol,5.444982305,30.30610587,0.880815142
721,Töv,Arkhust,2024,cover,3.566569866,78.25368375,0.842078915
722,Töv,Arkhust,2024,ht,1.102175634,10.72098463,0.817296516
723,Töv,Arkhust,2024,vol,4.941133694,33.66894725,0.827122832
724,Töv,Batsumber,2024,cover,4.622247323,77.8267216,0.836490283
725,Töv,Batsumber,2024,ht,1.411965903,10.87590681,0.765501301
726,Töv,Batsumber,2024,vol,6.240126768,33.93333244,0.768621563
727,Töv,Bayan,2024,cover,3.945150647,74.47894259,0.822851372
728,Töv,Bayan,2024,ht,0.933982422,9.643608783,0.784953225
729,Töv,Bayan,2024,vol,4.226227534,28.85848458,0.80133408
730,Töv,Bay_Unj,2024,cover,4.151685664,70.87578197,0.857519194
731,Töv,Bay_Unj,2024,ht,0.98720542,8.806231091,0.832664493
732,Töv,Bay_Unj,2024,vol,4.236585667,25.12351009,0.842890528
733,Töv,Bayanch,2024,cover,4.207695899,77.46689233,0.863020679
734,Töv,Bayanch,2024,ht,1.119408543,10.55636218,0.844586169
735,Töv,Bayanch,2024,vol,5.107969438,32.8367482,0.856043289
736,Töv,Bayand,2024,cover,3.591402049,76.82129763,0.860002802
737,Töv,Bayand,2024,ht,0.933430871,10.34171675,0.824630828
738,Töv,Bayand,2024,vol,4.239315432,31.87942701,0.839263055
739,Töv,Bayanj,2024,cover,3.401654826,76.0930074,0.854544887
740,Töv,Bayanj,2024,ht,0.828447784,9.875510131,0.816713861
741,Töv,Bayanj,2024,vol,3.742482056,30.15517317,0.830325566
742,Töv,Bayankh,2024,cover,5.578498942,72.38248613,0.911427272
743,Töv,Bayankh,2024,ht,1.374743746,9.239140813,0.901378964
744,Töv,Bayankh,2024,vol,5.977191506,27.02805211,0.90527827
745,Töv,Bayant,2024,cover,4.388948826,70.52139246,0.861800159
746,Töv,Bayant,2024,ht,1.023992022,8.750680624,0.840872288
747,Töv,Bayant,2024,vol,4.436749633,24.84680932,0.846828212
748,Töv,Bayantsogt,2024,cover,5.135143127,74.09082874,0.893941497
